ImageId,BuildingId,PolygonWKT_Pix,PolygonWKT_Geo
AOI_2_Vegas_img1265,4,"POLYGON ((472.9 630.17 0,450.5 630.44 0,450.6 635.6 0,451.22 650.0 0,494.51 650.0 0,493.88 635.09 0,472.99 635.34 0,472.9 630.17 0))",1
AOI_2_Vegas_img1265,5,"POLYGON ((440.27 620.63 0,407.18 620.13 0,406.73 639.26 0,400.76 639.17 0,400.51 650.0 0,439.59 650.0 0,440.27 620.63 0))",1
AOI_2_Vegas_img1265,6,"POLYGON ((372.21 636.98 0,356.93 637.16 0,357.24 634.13 0,348.41 634.24 0,348.69 650.0 0,389.1 650.0 0,388.58 620.9 0,372.28 621.09 0,372.21 636.98 0))",1
AOI_2_Vegas_img1265,7,"POLYGON ((650.0 523.41 0,650.0 456.05 0,632.11 456.19 0,632.83 536.98 0,637.06 536.95 0,637.14 523.51 0,650.0 523.41 0))",1
AOI_2_Vegas_img1265,8,"POLYGON ((634.57 453.23 0,575.86 453.63 0,576.86 536.47 0,593.99 536.29 0,594.09 522.57 0,624.19 522.26 0,623.48 477.7 0,634.96 477.79 0,634.57 453.23 0))",1
#AOI_2_Vegas_img1265,9,"POLYGON ((563.45 455.89 0,532.29 456.62 0,534.45 537.39 0,538.37 537.3 0,538.58 523.24 0,569.49 522.52 0,568.69 500.27 0,565.04 500.35 0,563.45 455.89 0))",1
#AOI_2_Vegas_img1265,10,"POLYGON ((536.88 454.39 0,477.62 454.49 0,477.85 536.76 0,496.35 536.72 0,496.37 523.18 0,524.36 523.12 0,524.2 477.93 0,536.97 477.95 0,536.88 454.39 0))",1
AOI_2_Vegas_img1265,11,"POLYGON ((440.61 442.59 0,426.39 442.98 0,428.85 502.22 0,435.85 502.03 0,436.12 508.64 0,463.75 507.89 0,463.08 491.89 0,467.45 491.77 0,465.52 445.29 0,440.75 445.96 0,440.61 442.59 0))",1
AOI_2_Vegas_img1265,12,"POLYGON ((389.52 439.14 0,375.41 439.53 0,375.52 442.1 0,377.88 498.77 0,383.43 498.62 0,383.61 502.93 0,432.43 502.15 0,431.87 488.66 0,435.69 488.56 0,433.71 441.06 0,389.63 441.71 0,389.52 439.14 0))",1
AOI_2_Vegas_img1265,13,"POLYGON ((370.05 470.9 0,361.15 470.88 0,361.25 445.63 0,322.07 445.53 0,321.83 509.22 0,340.05 509.26 0,340.03 534.64 0,369.88 534.71 0,370.05 470.9 0))",1
AOI_2_Vegas_img1265,14,"POLYGON ((239.66 591.72 0,233.33 591.8 0,233.42 630.52 0,230.95 630.53 0,231.08 636.92 0,233.55 636.91 0,244.8 636.82 0,244.66 608.85 0,239.74 608.87 0,239.66 591.72 0))",1
AOI_2_Vegas_img1265,15,"POLYGON ((190.78 594.43 0,166.13 594.73 0,166.34 605.86 0,157.08 605.98 0,157.75 641.91 0,169.19 641.77 0,169.34 650.0 0,194.21 650.0 0,194.05 641.47 0,191.66 641.5 0,190.78 594.43 0))",1
AOI_2_Vegas_img1265,16,"POLYGON ((127.23 592.66 0,103.58 592.93 0,104.04 639.92 0,106.66 639.89 0,107.17 650.0 0,143.9 650.0 0,143.04 599.1 0,127.34 599.28 0,127.23 592.66 0))",1
#AOI_2_Vegas_img1265,17,"POLYGON ((51.34 650.0 0,92.89 650.0 0,91.04 595.91 0,90.98 594.06 0,65.94 594.62 0,66.0 596.47 0,66.56 632.59 0,66.6 633.96 0,56.15 634.19 0,56.27 637.71 0,50.24 637.84 0,51.34 650.0 0))",1
AOI_2_Vegas_img1265,18,"POLYGON ((22.17 594.11 0,0.0 594.32 0,0.0 638.13 0,0.78 638.13 0,1.24 650.0 0,39.47 650.0 0,38.79 602.26 0,31.08 602.33 0,31.02 598.14 0,22.23 598.22 0,22.17 594.11 0))",1
AOI_2_Vegas_img1265,19,"POLYGON ((260.58 508.48 0,260.39 502.67 0,275.01 502.34 0,272.75 435.11 0,235.16 435.94 0,236.8 484.65 0,232.84 484.74 0,233.66 509.07 0,260.58 508.48 0))",1
AOI_2_Vegas_img1265,20,"POLYGON ((238.0 433.44 0,180.84 433.62 0,181.34 500.2 0,197.74 500.12 0,197.8 508.13 0,222.57 508.01 0,222.1 445.13 0,238.08 445.15 0,238.0 433.44 0))",1
AOI_2_Vegas_img1265,21,"POLYGON ((165.25 459.51 0,131.46 459.62 0,131.6 487.12 0,134.62 487.11 0,134.74 509.7 0,161.11 509.61 0,161.03 495.24 0,165.44 495.22 0,165.25 459.51 0))",1
AOI_2_Vegas_img1265,22,"POLYGON ((134.14 444.81 0,75.47 444.92 0,75.7 500.59 0,92.6 500.54 0,92.63 508.39 0,137.45 508.32 0,137.35 483.07 0,134.3 483.08 0,134.14 444.81 0))",1
AOI_2_Vegas_img1265,23,"POLYGON ((60.15 458.56 0,25.82 458.56 0,25.82 491.38 0,29.26 491.38 0,29.26 509.71 0,60.15 509.71 0,60.15 458.56 0))",1
AOI_2_Vegas_img1265,24,"POLYGON ((7.6 451.74 0,0.0 451.9 0,0.0 508.35 0,33.06 508.06 0,32.94 504.33 0,32.35 486.86 0,8.77 486.94 0,7.6 451.74 0))",1
AOI_2_Vegas_img1265,25,"POLYGON ((631.68 250.43 0,583.91 250.98 0,585.67 308.95 0,605.66 308.55 0,605.29 296.43 0,648.29 295.58 0,647.01 253.4 0,631.8 254.1 0,631.68 250.43 0))",1
AOI_2_Vegas_img1265,26,"POLYGON ((33.41 0.0 0,0 0 0,0.0 30.71 0,32.65 32.05 0,33.41 0.0 0))",1
AOI_2_Vegas_img1265,27,"POLYGON ((30.69 38.44 0,0.0 37.62 0,0.0 69.51 0,28.58 70.27 0,29.51 47.57 0,31.53 47.09 0,31.8 40.5 0,29.77 40.98 0,30.69 38.44 0))",1
AOI_2_Vegas_img1265,28,"POLYGON ((40.28 195.53 0,39.91 143.69 0,0.0 143.88 0,0.0 195.71 0,40.28 195.53 0))",1
AOI_2_Vegas_img1265,29,"POLYGON ((39.41 289.05 0,36.53 288.76 0,35.85 263.01 0,0.0 263.63 0,0.0 334.79 0,37.21 334.14 0,36.64 292.73 0,39.52 293.03 0,39.41 289.05 0))",1
AOI_2_Vegas_img1265,30,"POLYGON ((243.65 320.46 0,243.65 293.86 0,259.28 293.86 0,259.28 269.3 0,189.56 269.3 0,189.56 320.46 0,243.65 320.46 0))",1
AOI_2_Vegas_img1265,31,"POLYGON ((244.5 235.08 0,192.52 235.08 0,192.52 254.98 0,244.5 254.98 0,244.5 235.08 0))",1
AOI_2_Vegas_img1265,32,"POLYGON ((353.51 232.35 0,293.51 232.35 0,280.83 232.35 0,280.83 230.77 0,293.51 230.77 0,293.51 264.87 0,353.51 264.87 0,353.51 232.35 0))",1
AOI_2_Vegas_img1265,33,"POLYGON ((349.4 268.49 0,295.82 269.89 0,296.47 286.01 0,287.84 286.24 0,288.86 331.59 0,358.98 309.75 0,358.03 286.06 0,350.11 286.27 0,349.4 268.49 0))",1
#AOI_2_Vegas_img1265,34,"POLYGON ((565.58 270.96 0,552.81 270.89 0,552.85 265.26 0,498.89 264.99 0,498.44 322.27 0,530.16 322.43 0,530.27 307.04 0,554.21 307.16 0,554.27 298.86 0,565.37 298.91 0,565.58 270.96 0))",1
#AOI_2_Vegas_img1265,35,"POLYGON ((548.67 198.47 0,483.51 199.17 0,484.38 251.82 0,561.26 251.0 0,560.73 238.93 0,549.01 239.06 0,548.67 198.47 0))",1
#AOI_2_Vegas_img1265,36,"POLYGON ((501.26 156.54 0,508.44 156.54 0,508.44 137.78 0,447.6 137.78 0,447.6 150.91 0,442.17 150.91 0,442.17 169.1 0,447.6 169.1 0,447.6 188.59 0,501.26 188.59 0,501.26 156.54 0))",1
AOI_2_Vegas_img1265,37,"POLYGON ((600.04 133.02 0,556.78 133.9 0,557.18 146.48 0,550.4 146.62 0,551.68 187.74 0,608.66 186.58 0,608.08 168.0 0,601.13 168.14 0,600.04 133.02 0))",1
AOI_2_Vegas_img1265,38,"POLYGON ((278.65 142.2 0,236.11 140.69 0,234.42 186.19 0,276.97 187.7 0,278.65 142.2 0))",1
AOI_2_Vegas_img1265,39,"POLYGON ((203.86 138.79 0,204.01 138.79 0,204.01 137.03 0,175.38 137.03 0,175.38 138.79 0,175.38 141.72 0,139.63 141.72 0,139.63 186.31 0,162.56 186.31 0,162.56 195.4 0,203.86 195.4 0,203.86 138.79 0))",1
#AOI_2_Vegas_img1265,40,"POLYGON ((534.06 6.91 0,500.81 6.74 0,500.86 0.0 0,467.78 0.0 0,467.73 6.58 0,467.3 61.48 0,533.64 61.81 0,534.06 6.91 0))",1
AOI_2_Vegas_img1265,41,"POLYGON ((431.1 60.45 0,431.1 57.27 0,456.74 57.27 0,456.74 32.37 0,394.2 32.37 0,394.2 60.45 0,431.1 60.45 0))",1
AOI_2_Vegas_img1265,42,"POLYGON ((341.93 60.4 0,341.76 53.57 0,377.86 52.97 0,376.77 30.07 0,325.01 30.92 0,326.27 60.66 0,341.93 60.4 0))",1
AOI_2_Vegas_img1265,43,"POLYGON ((302.45 61.09 0,300.84 8.67 0,300.57 0.0 0,280.24 0.0 0,280.52 9.08 0,238.95 9.91 0,240.56 62.33 0,302.45 61.09 0))",1
AOI_2_Vegas_img1265,44,"POLYGON ((39.84 102.13 0,28.58 102.0 0,28.79 89.74 0,0.0 89.43 0,0.0 132.03 0,39.33 132.45 0,39.84 102.13 0))",1
AOI_2_Vegas_img1265,45,"POLYGON ((479.52 335.06 0,479.52 321.2 0,488.82 321.2 0,488.82 335.06 0,479.52 335.06 0))",1
AOI_2_Vegas_img1265,46,"POLYGON ((333.01 138.75 0,284.85 139.15 0,285.9 187.18 0,349.18 186.27 0,348.2 141.88 0,333.09 142.38 0,333.01 138.75 0))",1
AOI_2_Vegas_img1265,47,"POLYGON ((0.0 202.94 0,0.0 254.85 0,36.61 254.42 0,35.66 202.51 0,0.0 202.94 0))",1
AOI_2_Vegas_img1265,48,"POLYGON ((202.98 33.86 0,202.28 0.0 0,165.63 0.0 0,165.67 0.91 0,150.09 1.43 0,150.8 35.58 0,152.66 52.13 0,237.9 49.97 0,236.62 24.72 0,203.56 25.15 0,202.98 33.86 0))",1
#AOI_2_Vegas_img1265,49,"POLYGON ((568.98 4.75 0,539.11 5.34 0,539.32 32.32 0,540.64 56.22 0,604.83 54.97 0,603.51 31.06 0,569.19 31.73 0,568.98 4.75 0))",1
AOI_2_Vegas_img2636,1,"POLYGON ((39.92 632.11 0,3.95 635.27 0,5.94 650.0 0,87.39 650.0 0,85.77 636.44 0,40.98 639.95 0,39.92 632.11 0))",1
AOI_2_Vegas_img2636,2,"POLYGON ((150.33 648.1 0,147.73 629.53 0,131.31 631.03 0,133.92 649.6 0,150.33 648.1 0))",1
AOI_2_Vegas_img2636,3,"POLYGON ((203.75 650.0 0,267.65 650.0 0,263.15 630.63 0,230.63 633.05 0,233.44 637.73 0,208.78 639.57 0,209.62 646.9 0,203.45 647.36 0,203.75 650.0 0))",1
AOI_2_Vegas_img2636,4,"POLYGON ((227.09 609.42 0,225.77 601.12 0,231.6 602.59 0,232.92 630.89 0,227.09 609.42 0))",1
AOI_2_Vegas_img2636,5,"POLYGON ((476.39 560.27 0,427.1 560.27 0,427.1 569.51 0,400.69 569.51 0,400.69 605.06 0,427.98 605.06 0,427.98 631.46 0,432.13 631.46 0,432.13 642.03 0,427.98 642.03 0,483.44 642.03 0,483.44 605.06 0,484.32 605.06 0,484.32 569.51 0,476.39 569.51 0,476.39 560.27 0))",1
AOI_2_Vegas_img2636,6,"POLYGON ((49.14 533.51 0,0.0 538.14 0,0.0 556.74 0,7.18 606.38 0,40.59 603.23 0,42.46 633.05 0,60.32 630.83 0,60.6 632.78 0,76.57 631.27 0,98.32 609.22 0,95.28 588.17 0,73.53 590.22 0,67.63 549.4 0,51.66 550.9 0,49.14 533.51 0))",1
AOI_2_Vegas_img2636,7,"POLYGON ((199.82 534.4 0,156.92 533.51 0,143.47 539.5 0,176.71 588.17 0,190.15 582.18 0,200.92 597.94 0,243.82 578.83 0,252.34 575.03 0,227.33 538.39 0,238.8 542.19 0,199.82 534.4 0))",1
AOI_2_Vegas_img2636,8,"POLYGON ((400.69 535.38 0,400.69 524.72 0,447.34 524.72 0,447.34 494.14 0,459.67 494.14 0,459.67 467.83 0,447.34 467.83 0,381.32 467.83 0,381.32 497.7 0,371.64 497.7 0,371.64 535.38 0,400.69 535.38 0))",1
AOI_2_Vegas_img2636,9,"POLYGON ((8.33 390.85 0,0.0 390.75 0,0.0 434.06 0,7.54 434.15 0,8.33 390.85 0))",1
AOI_2_Vegas_img2636,10,"POLYGON ((122.51 398.14 0,130.58 397.62 0,132.65 366.53 0,39.94 363.38 0,37.38 401.94 0,36.7 432.23 0,80.77 434.14 0,80.25 422.0 0,108.88 423.24 0,120.81 423.76 0,122.51 398.14 0))",1
AOI_2_Vegas_img2636,11,"POLYGON ((449.1 354.07 0,432.38 354.07 0,432.38 366.87 0,430.37 366.87 0,430.37 401.71 0,403.33 401.71 0,403.33 437.97 0,471.99 437.97 0,471.99 433.7 0,484.32 433.7 0,484.32 406.69 0,473.75 406.69 0,473.75 366.87 0,449.1 366.87 0,449.1 354.07 0))",1
AOI_2_Vegas_img2636,12,"POLYGON ((254.73 339.44 0,195.31 339.02 0,195.1 358.22 0,159.38 357.96 0,159.06 387.4 0,194.77 387.66 0,254.19 388.09 0,254.73 339.44 0))",1
#AOI_2_Vegas_img2636,13,"POLYGON ((530.84 253.72 0,536.49 242.43 0,497.26 258.38 0,494.27 256.03 0,487.79 261.4 0,490.78 263.75 0,484.1 269.29 0,498.45 280.58 0,530.84 253.72 0))",1
AOI_2_Vegas_img2636,14,"POLYGON ((195.38 238.13 0,162.3 237.06 0,160.9 264.99 0,193.99 266.07 0,195.38 238.13 0))",1
AOI_2_Vegas_img2636,15,"POLYGON ((257.38 237.97 0,198.21 235.78 0,195.83 277.59 0,255.0 279.78 0,257.38 237.97 0))",1
AOI_2_Vegas_img2636,16,"POLYGON ((125.3 198.72 0,81.68 197.81 0,81.52 202.75 0,38.97 201.86 0,37.28 254.26 0,132.12 255.83 0,133.24 221.04 0,124.58 221.28 0,125.14 203.67 0,125.3 198.72 0))",1
AOI_2_Vegas_img2636,17,"POLYGON ((441.06 209.32 0,467.41 209.14 0,473.75 209.1 0,473.54 188.68 0,467.19 188.73 0,433.59 189.09 0,434.38 265.67 0,467.99 265.3 0,467.47 235.75 0,441.13 235.93 0,441.06 209.32 0))",1
AOI_2_Vegas_img2636,18,"POLYGON ((35.73 183.09 0,0.0 182.6 0,0.0 237.86 0,33.1 238.26 0,33.74 224.71 0,35.73 183.09 0))",1
AOI_2_Vegas_img2636,19,"POLYGON ((80.08 101.44 0,67.53 99.31 0,66.26 104.21 0,78.8 106.34 0,80.08 101.44 0))",1
AOI_2_Vegas_img2636,20,"POLYGON ((432.53 95.24 0,383.22 95.24 0,383.22 100.99 0,383.22 106.54 0,383.22 131.07 0,390.08 131.07 0,390.08 165.2 0,453.73 165.2 0,453.73 106.54 0,453.73 100.99 0,432.53 100.99 0,432.53 95.24 0))",1
AOI_2_Vegas_img2636,21,"POLYGON ((48.21 93.37 0,36.77 92.65 0,35.94 101.37 0,47.38 102.08 0,48.21 93.37 0))",1
AOI_2_Vegas_img2636,22,"POLYGON ((238.67 52.1 0,234.06 47.91 0,230.98 59.72 0,174.36 53.48 0,162.69 98.09 0,199.31 104.34 0,202.37 92.66 0,226.97 96.86 0,235.59 63.92 0,238.67 52.1 0))",1
AOI_2_Vegas_img2636,23,"POLYGON ((199.67 30.72 0,172.82 25.93 0,167.92 43.81 0,194.77 48.61 0,199.67 30.72 0))",1
AOI_2_Vegas_img2636,24,"POLYGON ((88.2 41.22 0,69.08 39.85 0,70.24 29.29 0,63.7 28.82 0,46.97 27.62 0,47.85 39.57 0,31.46 36.97 0,6.62 61.05 0,30.64 61.34 0,8.92 77.07 0,7.91 86.21 0,54.49 89.55 0,55.49 80.41 0,68.03 81.31 0,69.75 65.57 0,69.95 63.79 0,70.84 55.67 0,86.49 56.79 0,88.2 41.22 0))",1
AOI_2_Vegas_img2636,25,"POLYGON ((461.54 -0.0 0,430.31 -0.0 0,431.47 67.51 0,444.73 67.13 0,444.22 37.2 0,462.18 37.0 0,476.07 36.85 0,475.63 31.69 0,461.75 31.85 0,461.54 -0.0 0))",1
AOI_2_Vegas_img2636,26,"POLYGON ((250.66 -0.0 0,182.64 -0.0 0,181.37 31.3 0,188.78 31.85 0,248.83 36.26 0,250.66 -0.0 0))",1
AOI_2_Vegas_img2636,27,"POLYGON ((38.54 -0.0 0,9.1 -0.0 0,8.59 4.5 0,37.78 6.69 0,38.54 -0.0 0))",1
AOI_2_Vegas_img5184,1,"POLYGON ((159.54 286.18 0,78.34 285.65 0,77.89 330.26 0,159.09 330.79 0,159.54 286.18 0))",1
AOI_2_Vegas_img5184,2,"POLYGON ((36.1 326.31 0,35.66 275.67 0,0.0 275.87 0,0.0 326.51 0,36.1 326.31 0))",1
AOI_2_Vegas_img5184,3,"POLYGON ((0.0 43.77 0,0.0 86.2 0,138.96 86.39 0,139.05 43.96 0,0.0 43.77 0))",1
AOI_2_Vegas_img5184,4,"POLYGON ((141.16 0.0 0,0 0 0,0.0 39.23 0,141.16 39.23 0,141.16 0.0 0))",1
AOI_2_Vegas_img5184,5,"POLYGON ((182.26 5.36 0,181.12 38.19 0,228.13 39.26 0,229.27 6.43 0,182.26 5.36 0))",1
AOI_2_Vegas_img5184,6,"POLYGON ((447.03 33.8 0,436.04 33.65 0,435.88 35.73 0,336.18 35.35 0,336.24 26.25 0,302.57 26.09 0,302.5 35.19 0,251.5 34.94 0,250.64 152.11 0,294.47 152.32 0,294.42 158.78 0,433.31 159.44 0,433.36 152.99 0,480.42 153.21 0,480.58 130.63 0,466.03 130.56 0,466.25 99.47 0,473.91 99.5 0,474.07 76.71 0,467.84 76.68 0,468.14 35.98 0,446.87 35.87 0,447.03 33.8 0))",1
AOI_2_Vegas_img5184,7,"POLYGON ((458.44 191.97 0,432.42 191.77 0,432.5 184.91 0,349.72 184.26 0,349.12 233.78 0,364.69 233.9 0,364.24 271.38 0,457.48 272.11 0,457.7 253.38 0,448.07 253.31 0,448.41 225.81 0,458.03 225.88 0,458.44 191.97 0))",1
AOI_2_Vegas_img5184,8,"POLYGON ((423.11 288.34 0,431.62 333.48 0,463.11 328.83 0,474.61 303.69 0,423.11 288.34 0))",1
AOI_2_Vegas_img5184,9,"POLYGON ((234.82 473.62 0,175.04 473.42 0,174.68 538.05 0,234.47 538.25 0,234.82 473.62 0))",1
AOI_2_Vegas_img5184,10,"POLYGON ((357.43 383.15 0,330.66 383.03 0,330.3 438.47 0,357.07 438.58 0,357.43 383.15 0))",1
AOI_2_Vegas_img5184,11,"POLYGON ((330.69 363.94 0,345.88 363.59 0,345.49 352.75 0,330.3 353.1 0,330.69 363.94 0))",1
AOI_2_Vegas_img5184,12,"POLYGON ((342.77 457.93 0,342.77 469.83 0,365.21 469.83 0,365.21 457.93 0,342.77 457.93 0))",1
AOI_2_Vegas_img5184,13,"POLYGON ((451.23 368.88 0,404.78 369.59 0,405.2 387.47 0,405.48 399.34 0,434.33 399.2 0,434.71 435.28 0,429.64 435.05 0,430.04 432.03 0,454.81 431.65 0,455.05 441.79 0,498.55 441.12 0,497.25 386.05 0,451.65 386.75 0,451.23 368.88 0))",1
AOI_2_Vegas_img5184,14,"POLYGON ((473.34 493.9 0,392.94 494.21 0,393.34 561.03 0,485.33 560.68 0,485.2 539.45 0,472.71 539.5 0,472.64 527.77 0,485.13 527.72 0,485.03 530.99 0,473.44 531.03 0,473.34 493.9 0))",1
AOI_2_Vegas_img5184,15,"POLYGON ((457.39 475.86 0,457.56 484.05 0,482.87 483.7 0,482.69 475.51 0,457.39 475.86 0))",1
AOI_2_Vegas_img5184,16,"POLYGON ((491.22 561.48 0,491.22 571.43 0,538.51 571.43 0,538.51 561.48 0,491.22 561.48 0))",1
AOI_2_Vegas_img5184,17,"POLYGON ((63.31 497.88 0,50.72 488.11 0,0.0 488.2 0,0 650 0,63.72 650.0 0,63.46 574.44 0,63.53 574.44 0,63.53 575.07 0,73.11 575.06 0,73.04 551.33 0,63.46 551.35 0,63.31 497.88 0))",1
AOI_2_Vegas_img5184,18,"POLYGON ((0.0 438.13 0,0.0 475.27 0,48.81 475.18 0,74.92 454.09 0,75.82 438.81 0,48.65 438.04 0,0.0 438.13 0))",1
#AOI_2_Vegas_img5184,19,"POLYGON ((5.1 24.06 0,5.1 31.74 0,23.41 31.74 0,23.41 24.06 0,5.1 24.06 0))",1
AOI_2_Vegas_img5184,20,"POLYGON ((167.98 335.99 0,144.74 335.99 0,144.74 354.18 0,167.98 354.18 0,167.98 335.99 0))",1
AOI_2_Vegas_img1385,1,"POLYGON ((231.59 605.96 0,186.94 606.0 0,186.96 636.19 0,149.93 636.23 0,146.79 650.0 0,187.03 650.0 0,187.02 643.81 0,203.03 643.78 0,203.04 650.0 0,242.16 650.0 0,242.09 636.11 0,231.61 636.15 0,231.59 605.96 0))",1
AOI_2_Vegas_img1385,2,"POLYGON ((304.47 604.85 0,281.6 605.03 0,281.71 633.89 0,251.55 634.12 0,251.97 650.0 0,292.01 650.0 0,291.91 641.6 0,302.05 641.52 0,302.15 650.0 0,347.07 650.0 0,346.64 633.39 0,304.58 633.71 0,304.47 604.85 0))",1
AOI_2_Vegas_img1385,3,"POLYGON ((136.87 633.0 0,67.23 630.0 0,63.92 647.28 0,55.69 646.8 0,55.39 650.0 0,133.44 650.0 0,136.87 633.0 0))",1
AOI_2_Vegas_img802,-1,POLYGON EMPTY,POLYGON EMPTY
#AOI_2_Vegas_img1488,1,"POLYGON ((5.05 0.0 0,0 0 0,0.0 77.51 0,4.7 77.53 0,5.05 0.0 0))",1
AOI_2_Vegas_img1488,2,"POLYGON ((160.52 0.0 0,75.57 0.0 0,75.57 35.18 0,160.52 35.18 0,160.52 0.0 0))",1
AOI_2_Vegas_img1488,3,"POLYGON ((344.24 0.0 0,203.39 0.0 0,203.39 37.03 0,344.24 37.03 0,344.24 0.0 0))",1
#AOI_2_Vegas_img1488,4,"POLYGON ((539.14 0.0 0,396.53 0.0 0,396.8 36.31 0,539.41 35.6 0,539.14 0.0 0))",1
AOI_2_Vegas_img1488,5,"POLYGON ((650.0 42.56 0,650 0 0,582.66 0.0 0,583.21 43.12 0,650.0 42.56 0))",1
AOI_2_Vegas_img1488,6,"POLYGON ((650.0 139.34 0,650.0 102.28 0,197.87 93.88 0,197.38 130.93 0,650.0 139.34 0))",1
AOI_2_Vegas_img1488,7,"POLYGON ((163.27 92.81 0,7.46 89.82 0,6.95 107.11 0,162.77 130.09 0,163.27 92.81 0))",1
AOI_2_Vegas_img1488,8,"POLYGON ((437.94 639.46 0,395.44 640.54 0,395.64 650.0 0,433.37 650.0 0,437.94 639.46 0))",1
AOI_2_Vegas_img1488,9,"POLYGON ((650.0 631.23 0,650.0 555.26 0,649.44 572.42 0,649.59 587.98 0,645.08 588.01 0,645.3 631.26 0,650.0 631.23 0))",1
#AOI_2_Vegas_img1488,10,"POLYGON ((521.49 548.85 0,504.04 548.54 0,504.77 521.88 0,439.94 520.71 0,438.95 556.24 0,435.07 556.17 0,435.33 546.92 0,421.22 546.67 0,420.96 555.91 0,405.95 555.64 0,405.08 587.25 0,438.08 587.85 0,449.45 588.05 0,449.12 600.14 0,396.63 599.19 0,396.11 638.01 0,424.43 638.52 0,424.66 630.33 0,440.54 630.62 0,440.31 638.81 0,448.6 638.96 0,502.06 639.92 0,508.1 620.03 0,508.6 602.04 0,534.39 602.14 0,534.94 582.42 0,520.56 582.52 0,521.49 548.85 0))",1
AOI_2_Vegas_img1488,11,"POLYGON ((286.77 553.7 0,254.37 553.7 0,254.37 583.55 0,237.47 583.55 0,237.47 600.62 0,231.48 600.62 0,231.48 637.96 0,235.71 637.96 0,235.71 632.18 0,301.55 632.18 0,301.55 635.97 0,333.17 635.97 0,333.17 583.55 0,301.55 583.55 0,286.77 583.55 0,286.77 553.7 0))",1
AOI_2_Vegas_img1488,12,"POLYGON ((308.95 464.12 0,248.03 464.69 0,248.4 490.42 0,248.63 506.07 0,238.37 506.17 0,238.53 537.54 0,232.57 537.59 0,232.89 539.62 0,249.1 539.46 0,330.02 538.9 0,309.76 520.42 0,320.58 520.32 0,320.22 495.31 0,309.4 495.41 0,308.95 464.12 0))",1
AOI_2_Vegas_img1488,13,"POLYGON ((403.82 407.05 0,401.77 407.2 0,399.78 407.63 0,397.91 408.33 0,396.23 409.28 0,394.77 430.46 0,393.59 431.82 0,392.72 433.33 0,392.19 434.93 0,392.01 436.59 0,392.19 438.24 0,392.72 439.85 0,393.59 421.35 0,394.77 422.72 0,396.23 423.89 0,397.91 424.84 0,399.78 425.55 0,401.77 425.98 0,403.82 426.12 0,405.87 425.98 0,407.85 425.55 0,409.72 424.84 0,431.4 423.89 0,432.86 422.72 0,434.04 421.35 0,434.91 439.85 0,435.44 438.24 0,435.62 436.59 0,435.44 434.93 0,434.91 433.33 0,434.04 431.82 0,432.86 430.46 0,431.4 409.28 0,409.72 408.33 0,407.85 407.63 0,405.87 407.2 0,403.82 407.05 0))",1
AOI_2_Vegas_img1488,14,"POLYGON ((480.4 383.46 0,449.42 383.46 0,449.42 407.91 0,442.37 407.91 0,442.37 447.44 0,449.42 447.44 0,449.42 471.61 0,528.99 471.61 0,528.99 451.14 0,480.4 451.14 0,480.4 383.46 0))",1
#AOI_2_Vegas_img1488,15,"POLYGON ((500.12 239.57 0,473.82 253.91 0,470.51 249.95 0,445.19 263.75 0,448.5 267.71 0,433.5 286.78 0,423.83 299.15 0,432.09 305.55 0,433.71 331.42 0,445.45 325.02 0,532.07 277.81 0,500.12 239.57 0))",1
AOI_2_Vegas_img1488,16,"POLYGON ((397.13 233.18 0,397.58 245.36 0,409.2 245.07 0,408.75 232.89 0,397.13 233.18 0))",1
#AOI_2_Vegas_img1488,17,"POLYGON ((598.5 235.53 0,587.24 234.94 0,586.38 225.64 0,583.71 226.05 0,544.66 232.04 0,550.69 257.65 0,589.73 251.66 0,587.46 242.02 0,596.39 240.65 0,592.95 280.59 0,598.77 280.92 0,598.03 289.57 0,630.92 290.3 0,631.57 282.76 0,638.16 284.25 0,637.51 291.79 0,650.0 292.49 0,650.0 223.65 0,639.02 223.03 0,638.75 226.17 0,632.07 225.8 0,632.8 237.33 0,637.55 236.47 0,636.83 224.94 0,598.37 223.91 0,598.35 223.8 0,597.83 223.88 0,598.5 235.53 0))",1
AOI_2_Vegas_img1488,18,"POLYGON ((322.08 335.07 0,252.99 353.66 0,254.26 356.73 0,247.08 358.67 0,258.84 387.16 0,266.02 385.23 0,277.71 433.55 0,324.82 400.87 0,339.61 388.24 0,335.14 384.06 0,330.32 372.37 0,336.76 370.64 0,348.17 367.57 0,339.54 346.67 0,328.13 349.74 0,322.08 335.07 0))",1
AOI_2_Vegas_img1488,19,"POLYGON ((232.22 230.56 0,183.58 261.94 0,260.81 307.91 0,289.45 276.53 0,299.63 265.37 0,270.48 248.02 0,264.39 254.69 0,242.5 241.65 0,238.4 246.15 0,232.22 230.56 0))",1
AOI_2_Vegas_img1488,20,"POLYGON ((138.1 231.99 0,138.1 251.61 0,157.46 251.61 0,157.46 231.99 0,138.1 231.99 0))",1
AOI_2_Vegas_img1488,21,"POLYGON ((102.39 220.35 0,74.23 239.89 0,74.03 227.88 0,55.35 227.58 0,53.59 297.81 0,96.83 298.52 0,97.26 281.62 0,131.8 282.19 0,132.93 237.47 0,101.97 236.96 0,102.19 228.34 0,102.39 220.35 0))",1
AOI_2_Vegas_img1488,22,"POLYGON ((38.9 232.27 0,0 232 0,0.0 284.89 0,37.73 285.14 0,38.9 232.27 0))",1
